,title,currency,price,condition,Processor,Screen Size,Color,RAM Size,SSD Capacity,GPU,Processor Speed,Brand,Series,Type,Maximum Resolution,Model,Operating System,Hard Drive Capacity,Storage Type,test,URL
60,"*FOR PARTS* Lenovo IdeaPad 3 Laptop Ryzen 5 5500U, 4GB RAM 0GB Storage (AAD)",US,108.5,For parts or not working,AMD Ryzen 5 5500U,14 in,,,,,,Lenovo,,,,,,,,,https://www.ebay.com/itm/285351921625?hash=item42704cc7d9:g:QGQAAOSwsudkmvAu&amdata=enc%3AAQAIAAAA0KNxSaXBsIWKDuYaJwOdoMYe5QGPUJ07JDDn2HRqkuqWOSEyd1zwLwGwCDnBY19UZDJg84%2FqrfSHygj%2FVZhb0teob%2BIU%2FklsG8rYAysxnhQ1YD3Fr8fsIOiMpAune%2BgqQgcT5ST2XNj2NnSguvoWJqMSrXMpWu3y7MNq%2F3c71QL6vqtWOklgM3c%2FJDYHblFqcjwKLS7uzDdJqfPn1ruDO4PVPYqXz6s6FtBfb%2FXWAuW2waPKFLMaMRoWKIqeMmwEI1XQcoH07FvFrL5ovLZ5PDg%3D%7Ctkp%3ABk9SR7S-v46jYg
61,ASUS ZenBook S UX391FA Laptop 13.3 4K Touch i7-8565U 16GB 512GB W10Pro Near Mint,US,549.95,Used,Intel Core i7 8th Gen.,13.3 in,Blue,16 GB,512 GB,,1.80 GHz,ASUS,ZenBook,Notebook/Laptop,3840 x 2160,ASUS ZenBook,Windows 10 Pro,512GB,SSD (Solid State Drive),,https://www.ebay.com/itm/165810486494?epid=9017626329&hash=item269b133cde:g:niUAAOSwl25g6JiC&amdata=enc%3AAQAIAAAAwGkgU%2FgAH0aPJMsFrxhZ7wVUZwA6syyzC6Kd9Lj8KrkI28%2F9msJszmQzEgIVAnry8HM0J86S1Us8ac%2Fa0buRJob3iEFW3nSLYhx2YEUWb7lSa2cOjbpPKVzcY%2FHYqJ%2FfCi6SbkFHQq6bLV1dzOOTLl%2FJLsejmwrnohzpwv%2BCJWUncwOY8bua4qRPgGosWY2A8QQW7Q%2BOPCb%2Fwr%2FixRexjCg2eVQmyQHdi0Xqdi8ZiBO56cbfg8OLaezH8QglAUFF1A%3D%3D%7Ctkp%3ABk9SR7S-v46jYg
62,ASUS Chromebook CX22N Laptop 32GB eMMC 4GB RAM Celeron N3350 E1,US,11.22,Used,Celeron N3350,11.6 in,Silver,,32 GB,Intel UHD Graphics,,ASUS,,,,Chromebook CX22N,,,,,https://www.ebay.com/itm/204379349504?hash=item2f95f56200:g:qSYAAOSwQd1kmu-Z&amdata=enc%3AAQAIAAAAwA9%2BBCK12G0sjA7SBz7tw1u%2Bv2hqerU1n7pmk1QHzVBo07SjPYwVUnsDqPeKblAoqNVNmOWAqKQRaOcGblng%2BxvI%2F8wr%2FDUeO1jclgDnlII1%2FPC0Eq3CYRbVMYj7xiID44E3CqMgFKI3a8IzwM01ndp3E70dIO9DRK6kNFlwi%2Bd2cGljxFMeas0s56b5pDU0GeD5lXu%2FZnelriFS9Vx2Twm0IIBnI4%2BsOkrMiJ3tihTngnUnO%2BbLV8NioT1S1FcdTA%3D%3D%7Ctkp%3ABk9SR7S-v46jYg
64,Dell Inspiron 1525/PP29L Laptop,US,49.99,Used,Unknown,15.6 in,,,,,,Dell,,Notebook/Laptop,,Dell Inspiron 1525,Linux Mint,,HDD (Hard Disk Drive),,https://www.ebay.com/itm/195808535200?hash=item2d971922a0:g:2JsAAOSwQeJkgJcA&amdata=enc%3AAQAIAAAA4KKtLV4i1mWaPatfi0Unwbr03Y6ak2TIFJ3lSE0yiJmNYHIeXQYIqrpz5qIG%2BzneSrwY3VAuy7kn9%2BRV4tN5HpgkRZwC%2FPA5%2BpmHJzYOLg6HNed%2FyIiIaSmMhD%2FAnyiy4wM%2FzfmNRTS8qwBZF9gAVyoDUpqso4OsQt7RuHFLNakx84knJxxYD1Z67ICKppMKnricwHBJyyx3a2prGNGgIanvagPYYneDtgVC7trlwuwxPBzT2dI2r5FGkzyB%2FUoipSPdSrO6LQINjM5GV7nZTb5U%2BN%2B3OFVxzsdH%2FeWoDuqC%7Ctkp%3ABk9SR7S-v46jYg
65,"Lenovo IdeaPad 3 11 Chromebook Laptop,11.6"" HD Display,Intel Celeron N4020, 4GB",US,54.95,Used,Intel Celeron N,11.6 in,Black,4 GB,64 GB,Intel UHD Graphics 600,1.10 GHz,Lenovo,IdeaPad,Chromebook,1366 x 768,Lenovo IdeaPad 3 CB,Chrome OS,64 GB,eMMC,,https://www.ebay.com/itm/175795938194?epid=925899262&hash=item28ee412392:g:mwsAAOSwH4pkXCKK&amdata=enc%3AAQAIAAAAwCVsAhWmG4gFmyBrg%2FcYk4KC0Do8i8sKRmvl%2FjJEjXNs%2FYUY1SgD2%2BCVdk%2BfeMP%2BgLtUM7xIIyYufLRrpBJDsEUU%2Fipd9X2QJWl8dwMq81vFyxzMCM7wjBBXuAQWpW4YKNCQFQcULqDgFq%2F3h3qhxCizg%2F%2F8u93n1QaVM3Ezi9J1ikWFQsAwRA1YsaiZJRdN%2FrNi%2F3WYRKyc0dRI5CfYfJ0sEdofLHedxkPYjBdUF44ZPzJ4AIEPdKqNYQpNeduB5A%3D%3D%7Ctkp%3ABk9SR7S-v46jYg
66,🔴DELL LATITUDE 5490 i7-8650U@1.90GHz 16GB DDR4 RAM 512GB SSD NO OS BUNDLE🔴,US,109.5,Used,i7-7600U,14 in,Black,16 GB,512 GB,Intel HD Graphics,1.90 GHz,Dell,Latitude,Notebook/Laptop,1366 x 768,Dell Latitude 5490,Not Included,,SSD (Solid State Drive),,https://www.ebay.com/itm/285355127105?hash=item42707db141:g:gQ0AAOSwIM1kjJMs&amdata=enc%3AAQAIAAAAwF6OqMoGWJVh35%2Br8FYkmsc7wt9krBykcXNuVPjWVA7wf5Y9AvIUBTZPQ%2FmpBvT48Q87IndW9cKcdBDJBzkULVKi%2Faglakwy1OlJT5X0qj3qdR%2F7dZJTv%2FtC5HXOFoBvTmXgO8EjnN0n1rcapdVWVi2OHHKFRUJukvFQZ45Ssbkd2%2F0l27Zvw%2BUbckEFnp%2BEJjPV7HZqeb3A6CBL%2BRoVNRmyZinUQpjWUW3ftsJN%2FNcxHYgmt6uFv8dBRnj2J2NDVA%3D%3D%7Ctkp%3ABk9SR7S-v46jYg
67,Acer Chromebook Spin 311 MediaTek MT8183C 32GB eMMC 4GB RAM D5,US,31,Used,MediaTek MT8183C,11.6 in,Silver,,32 GB,Intel UHD Graphics,,Acer,,,,Chromebook Spin 311,,,,,https://www.ebay.com/itm/204379346512?hash=item2f95f55650:g:LpAAAOSwtthkmvAh&amdata=enc%3AAQAIAAAA0KCoV9I61lhr1%2Bb3gv215x%2F%2BVS%2BnKkDyG5qo89hYdpyJ4ou9fmjAQXf2rNhuVFVCVfE9J2xrf9EdFPSV21q%2Fz%2FMiaIOWAJaNCec8u%2BGyOldNUBeKs%2FeN3zrOE1mg%2Bf4vzqP7hFf%2Fdh4swSaGIrYcQtUn7Bdu5AUpE%2BjuUdyt78CgTUzylRxPEdsU10hUVOhqp6X%2B%2Brjs6h0%2BjJ5Q0MIyg3%2BocRHJMzDhKsl2nL1W08A8IbxNurbIn%2FJu2ymmjhaJAYFhsnetsgMN7ctLhv%2B8EEA%3D%7Ctkp%3ABk9SR7S-v46jYg
68,Lenovo ThinkPad C13 Yoga 32GB eMMC 4GB RAM AMD Athlon Gold 3150C Blue (H1),US,39,Used,Athlon Gold 3150C,13 in,Blue,,32 GB,AMD Radeon Graphics,,Lenovo,,,,THINKPAD C13 Yoga,,,,,https://www.ebay.com/itm/204379345853?hash=item2f95f553bd:g:vbwAAOSwrAFkmu6s&amdata=enc%3AAQAIAAAAsHsf3DljWhxQ5jkkP8sTXSwQZM5GKPGCIAqyhugMeuar%2FsBYTv9pUZ2zU%2BEmT5uTxrTlR%2FkEXAT9f7FzPkONQd1aiRGQEfOIU8eSYJdZPKdG%2BBWYnK9nbE2lVwuobiAW0NJjAZ3MNbdiAA8DoltHxuXCGPUnuntG782VFP5YBFHNAqb804ymIie34WMZbOhopa3raBiyr1Q4iINW%2Bwbf7%2F0v4VGarBhrOSNd4Lr6xWP8%7Ctkp%3ABk9SR7S-v46jYg
69,"Dell Precision 5550 15.6"" 2020 WUXGA 2.6GHz i7-10750H 32GB 512GB - Quadro T1000",US,749.99,Very Good - Refurbished,Intel Core i7-10750H,15.6 in,Grey,,512GB,,2.60GHz,Dell,,Laptop,,Dell Precision 5550,Windows 10 Pro x64,,SSD,,https://www.ebay.com/itm/295385172791?hash=item44c6540b37:g:6EEAAOSwZyJjihTv&amdata=enc%3AAQAIAAAAwEdbgWwKR4ZbDJuG2f9Ofu7D83KEGz%2F6d3gun%2B0tjwvhYIal07DKKJttOwP5%2FsqmyziOMCDUWEMfkHEwah39DFg4Pp42axjV3NMP9S8HnD4Vopl%2FVopxM31buQV3ltRowqoXqiu7tAHDx3oYVRPFpUeFGT9PM2Qcg4wJdmuxxZ9x58X5hFvWQP7uP088vsjS8MsMG5cAZzYhUFVti5uuNpOUa1vEC%2Bm4tS8RpwOZop5OZ8YNdXouvVOOiiB%2FLjQUrw%3D%3D%7Ctkp%3ABk9SR7S-v46jYg
70,"Dell Latitude 3520 15.6"" Laptop i5-1135g7@2.40 8GB RAM 256SSD BT WEBCAM NO OS",US,269.99,Used,Dell,Intel Core i5 11th Gen.,15.6 in,Black,8GB,256GB,,2.4,Latitude,Notebook/Laptop,1920 x 1080,,Not Included,,SSD (Solid State Drive),,https://www.ebay.com/itm/134632959080?epid=144517079&hash=item1f58bfec68:g:f1IAAOSwkSVknErA&amdata=enc%3AAQAIAAAAwK%2Bje9aEdlCs4rKTm01gsdZJiQgcrbKjqdZ13ftvBekLB6JVZHjo1YT6r2Ca3Rbo8f%2BPuvF%2F%2FKLQcmykDm6QAtFXlwgdKLfF1jW%2FzYDXeY25jfQNa%2Bd%2BY3e5ZhXIQNhktM6V5oWX6xwNh7Mk%2BJk7%2FMG0fQhyleXIegRa3aQ7o2QMHQocprMQSeWN7kagrfqT5HXg60FxhCz07cyhx8Tijq8E0UipP9B9WLcxp5pW1IjiPeMMLMX4uQL4zAT0QqExlw%3D%3D%7Ctkp%3ABk9SR7S-v46jYg
71,Dell Latitude 3520 Intel Core i3-1115G4 3.00GHZ 8 GB RAM 500gb HDD,US,179.99,Used,Intel Core i3 11th Gen.,14 in,,8 GB,500 GB,,3.00 GHz,Dell,Latitude,Notebook/Laptop,,Latitude 3520,Not Included,,HDD (Hard Disk Drive),,https://www.ebay.com/itm/266318838042?hash=item3e01d6f91a:g:C4QAAOSwY~Vkn0vq&amdata=enc%3AAQAIAAAAwPGR4YF6OzdthOWg%2Bl9eqeO7TpTN42MTKc6euihB6fGNRl71qvjoqvoVt10VcyCaV3NqP67c9xU%2BbXZKHEsanUQLryJKefwf6tfutvvlFb8GwMmOBXR6QhXKJ7iemPO%2B1YJd3qX4ZOZrChSmdFTF1J5CSdHjIKb8v3zVURCN7i%2BWXdf5zDYcSQcViqb7A9gDGZ4HSm8zd3dFc6KgM7n4%2FBymbNUSPVqCxJ50hwJgNx7%2BxHJR%2BFQ%2FU0vk0ugrFS38EA%3D%3D%7Ctkp%3ABk9SR7S-v46jYg
72,EVOO EV-C-116-5 Blue mini Notebook. 1.5GHZ,US,40,Used,Evoo,AMD A4 Quad-Core,11.6 in,Blue,,,,1.50 GHz,,Notebook/Laptop,,EVOO EV-C-116-5,,32 GB,,,https://www.ebay.com/itm/134599522163?hash=item1f56c1b773:g:qpkAAOSwt41kfT~W&amdata=enc%3AAQAIAAAAsE3TcvGPtC%2FhOtPT2j6oGpN8X%2BzTF%2Bxq%2BXwTrwiN7D0PlF1idDTDl3s1iCDMIIE93NgifsX7h91KKp787%2F5vodCOKvOj3ScFzLNEqdGD8hXx8Htdt9EJSGIpE1Qb3YHDUr%2B0SP9zUUJyjoz7SrVuyO31z6dpRO%2FhOgP84Ji2TzAjiQgkRmcww%2FXgc8vIKlL6JTH8sA1fcDz0ljW%2FiRzbpi%2B%2B0x5Jwg2cVnrf%2BEQfoF%2BU%7Ctkp%3ABk9SR7S-v46jYg
73,"HP Chromebook 14"" HD Touch 128GB eMMC 4GB RAM Intel Pentium N5000 X360 Silver",US,229,Used,Intel Pentium,14 in,Silver,4 GB,128 GB,Intel UHD Graphics 605,1.10 GHz,HP,,Chromebook,1366 x 768,ChromBook x360,Chrome OS,128 GB,eMMC,,https://www.ebay.com/itm/265073529309?epid=19039027919&hash=item3db79d11dd:g:BzEAAOSwhrRfx3X8&amdata=enc%3AAQAIAAAAwJ7TG0ZYuuNCU3o8z%2BiqmMzjFNAuiDVhfvD7r4oIMttPGgQlV25T%2BUXbcfFvzhTm2hjLO6YGMRQhGrJ5vx8UcWrHqHM1teSYDF2ZyCsgZTFPXfZnAXJ2crstK8M2dbzzyIElz4QNQjcSt9R9yLzDT4g%2BtiRGFJGH6cbZL9G6W64cZerjIq%2BQZazd%2FWDfsWQ4Q0oq0eXQAKBWQtWl8eM7lk0DYnt7s2ztSBrVqdcD0ixbxAWEcPsKzq7rTUjN0%2F3nCA%3D%3D%7Ctkp%3ABk9SR7a-v46jYg
74,"Samsung Chromebook 4 11.6"" HD 4GB RAM 32GB eMMC Intel Celeron N4000 2.6Ghz",US,99.99,Used,Intel Celeron,11.6 in,Silver,4 GB,32 GB,Intel UHD Graphics 600,1.10 GHz,Samsung,Chromebook,Notebook/Laptop,1366 x 768,Samsung ChromeBook,Chrome OS,32 GB,eMMC,,https://www.ebay.com/itm/265073529413?epid=15035309078&hash=item3db79d1245:g:evwAAOSww5hfx33A&amdata=enc%3AAQAIAAAA4Pu5UsMcp1vjs1gP3EiX6XaGQyYSF8OTCp%2FhF2OofbjNn6uxeCFneaPoi0bbKUnFb0GJLhm%2BlB3SFsznfBVXXN4Dzj0CzpMrrRZF2BE4UJb96Bal6A6XJbD3F%2FKnOJywa5%2BJ5lhxP%2BgHTId9WiNLiTJP5lCRSBJhO96UL8dAh1JdmFjFBDz4sD9Ydaqy9oZbf1DHbqCcx2dplvuTTnmDRFUDma%2FrrX53rZw1FU2UuwuCqVeTeXLyXVJL%2F8GnBar8Bd5iHa8D6mV6%2FloqRHjta8BDO%2Fg4GDJxlBL8AZIWIsGs%7Ctkp%3ABk9SR7a-v46jYg
75,LENOVO THINKPAD - T14 - CORE i7 - 10610U - 1.80GHz- 16384MB (16GB) - NO HDD,US,246.5,Used,INTEL CORE i7 - 10610U,14in,Black,16384MB (16GB),,Intel HD Graphics,1.80 GHz,Lenovo,ThinkPad,Thinkpad,1920 x 1080,Lenovo ThinkPad - T14 - GEN 1,Not Included,,,,https://www.ebay.com/itm/374782957435?hash=item5742ce177b:g:6cUAAOSwsgRknYj6&amdata=enc%3AAQAIAAAAsElpeY4jaQ4N8KxNGLu%2FNyay59rBTPxTCT3IZCEuBC3fKOb2qCBmQiaXMG79bHEiwGdlo0XJXTffAjU0RVZ3wg43EX0%2BoskRQ18ajHHs4DfV0IgIAqOIx%2FwGJQ1I0MJNzfn3GXSla1I5TH5fWfT%2B4bnSTA7Acwe6JES9QvH3DJit7WLJ%2FgGDM7wCEYvlIUefA8y5GOZti5RKGzp7lUqiGPNxgb3Fm5Ye5TP7rIdE8sYL%7Ctkp%3ABk9SR7a-v46jYg
76,"Dell Latitude 7275 12.5"" Tablet Computer Intel Core m5-6y57 512GB - Black",US,110,Used,Intel Core m5-6y57,12.5 in,Black,8 GB (2 x 4),512 GB,Intel HD Graphics 515,1.50 GHz,Dell,Latitude,Notebook/Laptop,3840 x 2160,Dell Latitude 7275,Windows 10 Pro,,SSD (Solid State Drive),,https://www.ebay.com/itm/364323304048?hash=item54d35c7270:g:CLIAAOSwaY9kmuwu&amdata=enc%3AAQAIAAAAsFN6%2FL4dLDJik61JZXR5%2BvWCRedhRkkfLxdTLpD1eHTHMRf1%2BYu5FAMk0DkgmdMv3bdqHZPdbHFFFFDviDpHGXTNIeD5xuJVLodAOd%2BxwB4QgTS3GfdRKBkzZW1pW43BKaMk24IQ5oonFzc07IZdBcAhChzLrgywTqaDJEWrZOVU6nbbNi0b5dK6%2B24d4WOFyjmtHgV2oH6Vj3%2Beu8XHVwq8TKXo%2BwtWHpg4n9g1s2AV%7Ctkp%3ABk9SR7a-v46jYg
77,"HP 15-DY0702DS 15.6"" Laptop Computer Intel Celeron N4120 128GB SSD",US,159.99,Open box,Intel Celeron N,15.6 in,,4 GB,128 GB,,1.10 GHz,HP,,Notebook/Laptop,,HP 15-DY0702DS,Windows 11 Home in S Mode,,SSD (Solid State Drive),,https://www.ebay.com/itm/364323303864?hash=item54d35c71b8:g:dwMAAOSwmTtkmuxq&amdata=enc%3AAQAIAAAAwF6IbNY47%2FjPa3Pm8coXopyRhgHnLdtfuBMkSswE1VMMh%2BwzieUevg%2FtrYVfJ9rWCC7pF53VQXexJyUzsUjGX%2B9JbtiFjlSpn0%2BcKNsXLYiGFyczewjA0OCpc7W2mvQyqUSs1EzpWRPu8gOQFjbHkiT4oPNQZtFE9N2jCiEW8jMxaO0Y6B%2Biwa6UdGn6M3ndGOo5s3pOzqPTkyXAtZmbbj3MDDDFE%2BLYQ2Ciy3tzBWvp7RwNeJJphJUerA0dmd5CHQ%3D%3D%7Ctkp%3ABk9SR7a-v46jYg
78,"2 Dell Latitude E6410 14"" Core i5 Laptops For Parts/Repair NO Keyboards/LCDs JR",US,60,For parts or not working,Intel Core i5 1st Gen.,14 in,Black,,,,unknown,Dell,,Notebook/Laptop,,Dell Latitude E6410,Not Included,,NONE,,https://www.ebay.com/itm/324774910966?hash=item4b9e17dbf6:g:HLEAAOSwrBlhMNe6&amdata=enc%3AAQAIAAAA0IuEZYMImeTuq5yRdQvZrRfGgrOK0JUUWH8Q6oDo8yR%2Br%2Bl0PKrGsqZjN6p7FGJnWVlo6vnHewZoAJOGgaI9gA0iuwPdQHoR8ysgQnCR5To8Aq9%2BmwYQa9vPDlVux3sfQ6dr8NMlTUh8QHWHFJWgeEFu7BrLbpl4Y1BYL5wF%2FBMVSBsGrqJ3jqkVxhRXd0ITmuYATDhItwrN9EMIR8JDtvEKJwJkS5RXf5BVuprOY6h7l9OtVhXrspKGBDgdeCfxqHVE%2F2sSAUOSR7JO7%2Fa64Bk%3D%7Ctkp%3ABk9SR7a-v46jYg
79,"HP Beats Envy 14 Intel i5-M560, 2.67GHz, 8GB Ram, 120 GB, WITH POWER ADAPTER",US,339.95,Used,HP Envy 14,Intel Core i5 M480,14 in,Black,8 GB,120 GB,,2.67 GHz,HP Envy 14-1260SE,ENVY,Notebook/Laptop,,Not Included,120 GB,,,https://www.ebay.com/itm/294841943506?hash=item44a5f305d2:g:a38AAOSwRD5h~ZSH&amdata=enc%3AAQAIAAAA4KzSqrNe6c7n997TQeNmpNsz2uG7pSv1dm4tEKOAijggwuELnDFcxDMfD6SEBgLgol1TBcrCwe7t6r9ian6BFytxzvm2Q4zx0ZBf23BDiyD%2B6AeHEpnj7pFpVymHi26OBUAA8B%2FU2M6W49XssBN8Cmv9gtMdfhyRbL3GvUs1KtrIXLjO05twNiUKLfgft4E4%2Bn2%2BlKzczw0%2B6s7sHZ9jmu107Hfx5pc%2FUDKsX5yNVs6wwFEX4NwSx0Kf0biDqNeHLHwv7ll61oAuU3KrFMoD4kbcoQw6OR4XY6WJsZJR9H2k%7Ctkp%3ABk9SR7a-v46jYg
80,"Dell G15 15.6"" Ryzen 7 6800h, RTX 3050ti, 512 gb ssd, 16gb Ram",US,595,Open box,AMD Ryzen 7,15.6 in,Gray,16 GB,512 GB,NVIDIA GeForce RTX 3050 Ti,4.70 GHz,Dell,G Serie,Notebook/Laptop,1920 x 1080,Ryzen 7 6000,Windows 11 Home,512 GB,SSD (Solid State Drive),,https://www.ebay.com/itm/256123106679?hash=item3ba2207577:g:tw0AAOSwrAFkmuk7&amdata=enc%3AAQAIAAAAwC83O%2B6WzmIveZt5%2BXMdBghykyjS6DXPFUZSL9ERN2Y4Su3VrYhMpFGk3RKq9XIA4%2BXdFENXfkWKcyc6BAxiR58tgabHRg%2BY7GvU9QgdHVX90p9Wr9h6qWEzyb%2FmvYQpMuVyBo6%2FLd0MvgcE3eCyApiaRrAaVxGcsc%2BMYjpF6W%2FhlbFlRBLDi48JSmXN2BZ30%2FALqNVE%2BSUNYsO1HMa%2FPxc2Gwdw5UPe%2BoPO62PcONgNBs33EfjygvhgFY1Gh6LVeQ%3D%3D%7Ctkp%3ABk9SR7a-v46jYg
81,HP EliteBook 840 G3 Laptop,US,71,Used,Intel Core i5 6th Gen.,14 in,Silver,8 GB,256 GB,,2.40 GHz,HP,Elite,Notebook/Laptop,1920 x 1080,HP Elitebook 840 G3,Windows 10 Pro,,SSD (Solid State Drive),,https://www.ebay.com/itm/385709301277?hash=item59ce10de1d:g:nXYAAOSwGVlkd1Z4&amdata=enc%3AAQAIAAAAsBrTTgKwpYYTaR0zW3jmlrIWpEy%2FcF6dUGvnDAncZNj7WB4etD2NCyYgQSIJHheijsj9G%2BhQ3rmkSyGuZ47gaNGRyvoHegdR1jTkNOFmUYmfrQHnUU5%2FMr95IRBQ%2BVYqbhzYy9W2XhF9SKxIjTDUcnT9o35ZmQAXnNfI68%2FuMDwaq09BivIsEaFwuWHp9QU560FNRej9Z7%2BVA6UN0EGnwbEUP%2FP1N7ZTUxMJGzq2y0of%7Ctkp%3ABk9SR7a-v46jYg
83,"Lenovo ThinkPad X1 Yoga 14"" (512GB SSD, Intel Core i7-10510U, 1.80GHz, 16GB RAM)",US,195,Used,512 GB,Intel Core i7 10th Gen.,14 in,Black,16 GB,512 GB,Intel UHD Graphics,1.80 GHz,Lenovo,Yoga,Notebook/Laptop,1920 x 1080,Lenovo ThinkPad X1 Yoga,Windows 10,SSD (Solid State Drive),,https://www.ebay.com/itm/185968630808?hash=item2b4c981c18:g:7CkAAOSwHitkoXld&amdata=enc%3AAQAIAAAAwJEc%2FBJo5QUNYa5%2FExuoI41PLW3KAUVvn42mqZ%2Bg0%2Bo2D%2FXcn6829dhrLdTaI5QltjUFS%2FXe9GW5caCv%2BNlEnKmpqH868wo%2FKFLldXOxkVsyDJ53xhfmKRKFxiqDvhvezALcuSBVN9LWp5%2FnrMwhDBZnHur8xELwxx3WNXXC5mJ5emBvZiYfsA3KUj2wIzV4PTj1uPIOX%2FRqpy6f7wJZ6MbeOEEMDZGNEgDefCu7PwCsx66ExL0zPybGYLZYA8pA8g%3D%3D%7Ctkp%3ABk9SR7a-v46jYg
85,Dell Inspiron 3541 AMD A6 6310 Radeon R4 1.80GHz 8GB RAM 256GB SSD Win 10 *READ,US,49.99,Used,AMD A6,15.6 in,Black,8 GB,256 GB,AMD Radeon R4,1.80 GHz,Dell,Inspiron,Notebook/Laptop,1366 x 768,Dell Inspiron 3541,Windows 10 Home,,SSD (Solid State Drive),,https://www.ebay.com/itm/334933416229?hash=item4dfb965925:g:OyMAAOSwAIlkoHqc&amdata=enc%3AAQAIAAAAwCF8tLG4vHwUE4XtANmWwuSvTFrm%2BCQJEfDShtoqklKLZjmeZdM6i%2Fkh7hY4xfS2TTyNYM72MBaZQznaAcb9KrFQx3kHWFkWHjhwcMHJuS9OPaMEenJjXaqF9qT0pJetQR85s%2FC3Do5mUGqD62q%2FmGAmvBW8nhvbsOvaDW8LgiXD80DzUx5%2B4N4HbGJ4G0Xqk9xV3t4LXZHsZofp9HklFiHlUSIqY%2FpxWiD3IzzLRJchOVYiKGWi3iynvdEma4M0gw%3D%3D%7Ctkp%3ABk9SR7a-v46jYg
86,"Dell Precision 5550 15.6"" 2020 WUXGA 2.6GHz i7-10750H 32GB 512GB - Quadro T1000",US,715.99,Used,Intel Core i7-10750H,15.6 in,Grey,,512GB,,2.60GHz,Dell,,Laptop,,Dell Precision 5550,Windows 10 Pro x64,,SSD,,https://www.ebay.com/itm/285060602722?hash=item425eef9b62:g:g8YAAOSwVKBjihGH&amdata=enc%3AAQAIAAAAwJcmBxPvUidfEFMETd3c%2FpTbUnrTDVn7b%2FWPj9Xr5I%2FOD00Ip27dU%2BxlvPbdmk3Dls2g%2F%2F15llOX17hw%2BF3eNJo%2B9E5BHY0kIZVP%2BeZweQKlBGi8tCxksGsb8YdgZzJ%2B3hj5B9%2FFotO3egWiOIMWxcGxiFppRjO2XXQirAo2Jwghoo3%2BvlxOhC8bmivGxXsbCypndth3JWI3Rwc9IJTxIxRDe%2FGyPhKACyI5c%2FCtZvb%2BTr93X5uyM23b4yv3cCvacw%3D%3D%7Ctkp%3ABk9SR7a-v46jYg
87,"Microsoft Surface Laptop 2 intel  Core i5-8350U 13.5"" Laptop Computer 256GB",US,142.5,Used,Intel Core i5-8350U,13.5 in,Silver,8 GB,256 GB,Integrated Intel UHD Graphics 620,1.9GHz,Microsoft,,Notebook/Laptop,2256 x 1504,Surface Laptop 2,Window 10 Pro (64-bit),,SSD (Solid State Drive),,https://www.ebay.com/itm/364323298982?hash=item54d35c5ea6:g:sBMAAOSwYBVkmupZ&amdata=enc%3AAQAIAAAA0FDqVOzL%2FRqvCK29fvMKjdo5wj3gy%2BOpT92PDv7EF0Qd0plm%2FC5VU%2FfCEYXKkam5%2BFo%2BewG2p1EjyhGuNC506%2Bi%2BdV0EYggKWvMCikxLYBfFTqg5UtYPbiTx9kR43qKsJpSC4zI8aJt9L04kPJIG%2BvzEpcy%2F%2BXJNH9QByPujFEKfgaTPu4ymDClZDJneCnnV3WMy%2F5%2FSaKILZ2ZjWhMGs53y7y4BWveMKe2QqqKFD986lgl1DMNCf0mMdIOPWvN%2FEGdUvg7GIeAsuO%2FO%2B2RMl5I%3D%7Ctkp%3ABk9SR7a-v46jYg
89,"HP Pavilion 11.6 DM1 ""Mini"" | AMD E350 w/Radeon HD | 256G SSD | 6G | Win10Pro |",US,87.77,Used,AMD E-Series,11.6 in,charcoal,6 GB,256 GB,AMD Radeon HD 6310,1.70 GHz,HP,Pavilion,Notebook/Laptop,,Pavilion DM1,Windows 10 Pro,,SSD (Solid State Drive),,https://www.ebay.com/itm/134294213958?hash=item1f448f1546:g:yHoAAOSw-hZjhaYV&amdata=enc%3AAQAIAAAAwGmqKQRgi%2FSItJZjt%2BPD0HUoTRsnS9mFgvmVgQegw9NiH1Lmg7qeZEz%2BuU3VTwWUhU2hsw1qPfXD0tL5e330avw1ZY2vaZh2DXaOx8ASxh%2BcGqZ6VsHA%2FBE0IpSWeFswPGJrXLC25z%2Bk5BgIDLLUVcAom1cV1w87zexe5x4SW0aE3KvZuUauvAztLBIv5f2NSQnO0zFSA1iyZqKCW72cdyM8aPeBLDrLvoArvKjK1VFZqTpgHn7dmEADO7YtLYuL9A%3D%3D%7Ctkp%3ABk9SR7a-v46jYg
90,Microsoft surface Pro 9 For Business - 13” - Core I5 - 1245 - Ego - 16 GB RAM,US,830.11,Used,16 GB,Intel Core i5 12th Gen.,13 in,,,,4.40 GHz,Microsoft,,Notebook/Laptop,,Microsoft Surface Pro,Windows 10 Pro,16 GB,,,https://www.ebay.com/itm/325712892106?hash=item4bd60050ca:g:Gh8AAOSwKGFknYbj&amdata=enc%3AAQAIAAAAwArHZXZFNFt39c%2FHPvKzSbSwE2oYIQq8%2BGmxiSyp6wZ3Kki%2Fxo%2BvsHh2oWiAznwZiX3K8OT5FIJl90BGtghfuVIyDZdXIOgGdhLC70QgZeHcNDBs0a036TKO1QuyJoeo689A%2FzEy%2FZZ7ijjKrTW8tN8GXj92bSYdbgveGl2ku2WyugNccrua85xX4BnaDUROMCS0qJhBtjeSpi0SLBlzoiuLbT1IW3tIkkrGIH5xIpRfw5uT9IOhpxIb06m1SpIdPQ%3D%3D%7Ctkp%3ABk9SR7i-v46jYg
